document_id,canonical_id,title,source,document_type,source_tier,primary_section,secondary_sections,confidence,evidence_level,reason_for_review,url,local_path
10.3390/ma19101952,CAN_6B931A74C89D3FC9CA22,Effect of Freeze-Thaw Cycle Times on Basic Properties and Bond Performance with Steel Reinforcement of Tunnel Lining Concrete in the Tibetan Plateau.,europe_pmc,journal_article,TIER_B,5.4.1,1.4;2.4;5.9.2;1.4.1,0.3768,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Effect_of_Freeze-Thaw_Cycle_Times_on_Basic_Properties_and_Bond_Performance_with_Steel_Rein.pdf
10.1038/s41598-026-49962-6,CAN_5C8FB23EB3C1FB7B8A20,Architectural and geotechnical aspects affecting earthquake resilience for the antique Egyptian Khufu pyramid.,europe_pmc,journal_article,TIER_B,1.5,5.9.1;1.4;5.4.1;5.9.2,0.3675,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Architectural_and_geotechnical_aspects_affecting_earthquake_resilience_for_the_antique_Egy.pdf
10.3390/ma18122854,CAN_8A230FD29B0E30AD59E8,Study on the Deterioration of Chloride Erosion in Tunnel Construction Joints Under a Multifactorial Environment.,europe_pmc,journal_article,TIER_B,5.4.1,1.4;5.9.2;5.9;5.9.1,0.3759,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Study_on_the_Deterioration_of_Chloride_Erosion_in_Tunnel_Construction_Joints_Under_a_Multi.pdf
10.1038/s41598-025-31460-w,CAN_889B74101478DBFC5838,Evaluation of the impact of blast damage on tunnel surrounding rock induced by C-type cumulative tube cone angle.,europe_pmc,journal_article,TIER_B,1.4,2.4;1.5;2.4.1;5.4.1,0.3756,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Evaluation_of_the_impact_of_blast_damage_on_tunnel_surrounding_rock_induced_by_C-type_cumu.pdf
10.1038/s41598-025-13682-0,CAN_2BAD9BDB79792CEB46AA,Study on the influence of peripheral eye on over-excavation during mountain tunnel blasting construction.,europe_pmc,journal_article,TIER_B,2.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Study_on_the_influence_of_peripheral_eye_on_over-excavation_during_mountain_tunnel_blastin.pdf
10.1038/s41598-025-08052-9,CAN_8283BB8445B007BF7FCC,Influence of portal excavation of shallow-buried bias tunnel on stability of soil‒rock bedding slope: a case study of Moziping tunnel.,europe_pmc,journal_article,TIER_B,2.4,1.4;2.4.1;2.4.1.1;5.9,0.3849,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Influence_of_portal_excavation_of_shallow-buried_bias_tunnel_on_stability_of_soil‒rock_bed.pdf
10.1038/s41598-025-04443-0,CAN_EBD9CC0046AA305CCBFC,Mechanical response characteristics of large-span double-arch tunnel construction and eccentric loading effect on the partition wall.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.4.1;5.9;5.9.2,0.3757,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Mechanical_response_characteristics_of_large-span_double-arch_tunnel_construction_and_ecce.pdf
10.1038/s41598-025-01103-1,CAN_0C87B8AF414B410F32DB,Safety risk assessment of weak tunnel construction with rich groundwater using an improved weighting cloud model.,europe_pmc,journal_article,TIER_B,1.4,5.9.2;5.4.1;5.9;1.5,0.3768,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Safety_risk_assessment_of_weak_tunnel_construction_with_rich_groundwater_using_an_improved.pdf
10.1038/s41598-025-99407-9,CAN_8EB51A5D1ADED08B20CE,Failure of multistorey parking site in hilly region and its forensic geotechnical investigation.,europe_pmc,journal_article,TIER_B,1.5,1.4;2.4;2.4.1;5.9.2,0.3666,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Failure_of_multistorey_parking_site_in_hilly_region_and_its_forensic_geotechnical_investig.pdf
10.1111/risa.70157,CAN_48DE5CA1DDEC371C8FDB,A Risk Analysis of the Release of Liquid Hydrogen in Road Tunnels: The Effects of Mechanical Ventilation Combined With Geometric and Traffic Characteristics.,europe_pmc,journal_article,TIER_B,1.4.1,5.9.2;1.4;5.7;5.7.2,0.6061,TITLE_METADATA_ONLY,classification_status_not_allowed,https://europepmc.org/articles/PMC12747691,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_A_Risk_Analysis_of_the_Release_of_Liquid_Hydrogen_in_Road_Tunnels_The_Effects_of_Mechanica.pdf
10.1038/s41598-025-89774-8,CAN_08A2B255C2CF4F115617,Dynamic response characteristics of tunnel linings at varied burial depths in landslide systems under seismic loading.,europe_pmc,journal_article,TIER_B,2.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Dynamic_response_characteristics_of_tunnel_linings_at_varied_burial_depths_in_landslide_sy.pdf
10.3390/s25134009,CAN_6479882765E78CBBA24E,Ventilation Design of an Extra-Long Single-Bore Double-Track Railway Tunnel with High Traffic Density.,europe_pmc,journal_article,TIER_B,2.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Ventilation_Design_of_an_Extra-Long_Single-Bore_Double-Track_Railway_Tunnel_with_High_Traf.pdf
10.55785/jcar.4.3.17,CAN_8B079860D21D77F139D9,Estimation of Unit Maintenance Costs by Tunnel Construction Methods Using XGBoost,crossref,journal_article,TIER_B,5.7.1,,0.82,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Estimation_of_Unit_Maintenance_Costs_by_Tunnel_Construction_Methods_Using_XGBoost.pdf
10.3390/s25123681,CAN_FFC57578714FAB204151,Laser SLAM Matching Localization Method for Subway Tunnel Point Clouds.,europe_pmc,journal_article,TIER_B,1.4,5.7.2;2.4;1.4.1;2.2,0.3662,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Laser_SLAM_Matching_Localization_Method_for_Subway_Tunnel_Point_Clouds.pdf
10.3390/s25113417,CAN_139A5A54C4682FFC16BC,Research on Tunnel Crack Identification Localization and Segmentation Method Based on Improved YOLOX and UNETR+.,europe_pmc,journal_article,TIER_B,5.4.1,1.4;2.4;2.4.1;5.9,0.6149,TITLE_METADATA_ONLY,classification_status_not_allowed,https://europepmc.org/articles/PMC12158307,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Research_on_Tunnel_Crack_Identification_Localization_and_Segmentation_Method_Based_on_Impr.pdf
10.1038/s41598-025-14374-5,CAN_56099BAF83A4A91A412C,Experimental study on seepage characteristics model of tunnel lining based on infrared imaging.,europe_pmc,journal_article,TIER_B,5.4.1,,0.78,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Experimental_study_on_seepage_characteristics_model_of_tunnel_lining_based_on_infrared_ima.pdf
10.1038/s41598-025-95900-3,CAN_ED8F3D0A7824CD9359C2,Study on the impact of partial unloading on the structural deformation of prefabricated segmental subway tunnels.,europe_pmc,journal_article,TIER_B,5.9.2,5.4.1;1.4;5.9;2.4,0.3739,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Study_on_the_impact_of_partial_unloading_on_the_structural_deformation_of_prefabricated_se.pdf
10.3390/s25123804,CAN_033F9906BA32109BE16E,Quality Assessment of High-Speed Motion Blur Images for Mobile Automated Tunnel Inspection.,europe_pmc,journal_article,TIER_B,1.4,5.9.2;1.5;5.4.1;1.4.1,0.3743,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Quality_Assessment_of_High-Speed_Motion_Blur_Images_for_Mobile_Automated_Tunnel_Inspection.pdf
10.1038/s41598-025-99689-z,CAN_600F9F1EA6D9E3AB9490,Research on an ultrafine water mist partition multistage dust suppression system in underground excavation tunnel.,europe_pmc,journal_article,TIER_B,2.2,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Research_on_an_ultrafine_water_mist_partition_multistage_dust_suppression_system_in_underg.pdf
10.1038/s41598-025-19870-2,CAN_E0EABB91D51456D4CABF,Settlement prediction of undercrossing semicircular tunnel-pile set up in soft clay soil.,europe_pmc,journal_article,TIER_B,2.4,1.4;2.4.1.1;2.2;5.4.1,0.3773,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Settlement_prediction_of_undercrossing_semicircular_tunnel-pile_set_up_in_soft_clay_soil.pdf
10.1038/s41598-025-04692-z,CAN_BBDB50BBB7B116839107,Effects of construction disturbances on tunnel displacement and the protective role of soil reinforcement in metro tunnels.,europe_pmc,journal_article,TIER_B,1.4,5.4.1;5.9.2;5.9;2.4,0.3768,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Effects_of_construction_disturbances_on_tunnel_displacement_and_the_protective_role_of_soi.pdf
10.1038/s41598-024-81128-0,CAN_262942CED446C5509BC7,Stability analysis of existing tunnels under dynamic loads during excavation of new tunnels.,europe_pmc,journal_article,TIER_B,5.9,1.4;5.9.2;2.4;5.7,0.3784,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Stability_analysis_of_existing_tunnels_under_dynamic_loads_during_excavation_of_new_tunnel.pdf
10.1371/journal.pone.0297381,CAN_3E41C61A68B33B9B9F1C,Variable angle of insulated shotcrete under different loading rates and temperature and humidity cycles- shear test and analysis.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.4.1;2.4.1;2.2,0.3659,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Variable_angle_of_insulated_shotcrete_under_different_loading_rates_and_temperature_and_hu.pdf
10.3390/s24041310,CAN_5C79CB5062EEC4692D66,Mechanical Behavior Monitoring and Load Inversion Analysis of Large-Diameter Underwater Shield Tunnel during Construction,doaj,journal_article,TIER_B,1.4,5.9.2;5.9;5.4.1;2.4,0.3774,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Mechanical_Behavior_Monitoring_and_Load_Inversion_Analysis_of_Large-Diameter_Underwater_Sh.pdf
10.1016/j.aei.2024.102725,CAN_2379F80B105ACBFD19FE,Hybrid NLP-based extraction method to develop a knowledge graph for rock tunnel support design,openalex,journal_article,TIER_B,2.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Hybrid_NLP-based_extraction_method_to_develop_a_knowledge_graph_for_rock_tunnel_support_de.pdf
10.1139/cgj-2023-0362,CAN_7A8C7C8B12F039EB4ED5,Displacement-based design of shield tunnel lining considering mobilized strength of undrained clay,openalex,journal_article,TIER_B,2.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Displacement-based_design_of_shield_tunnel_lining_considering_mobilized_strength_of_undrai.pdf
10.1038/s41598-024-52816-8,CAN_F93DB4422B4AD9E7B808,Ventilation control of road tunnels towards disturbance suppression.,europe_pmc,journal_article,TIER_B,1.4.1,1.4;5.9.2;2.4;5.7.2,0.6095,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Ventilation_control_of_road_tunnels_towards_disturbance_suppression.pdf
10.46464/tdad.1493634,CAN_B575195091D06BC0F460,Düşey ve Deprem Yükleri Altında Tünel Kalıp Sistemli Bir Binanın Farklı Temel-Zemin Modellerine Göre Analizi,openalex,journal_article,TIER_B,2.4.3,5.9.1;1.5.2;1.4;6.2.1,0.3714,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.46464/tdad.1493634,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Düşey_ve_Deprem_Yükleri_Altında_Tünel_Kalıp_Sistemli_Bir_Binanın_Farklı_Temel-Zemin_Modell.pdf
10.1016/j.heliyon.2024.e26231,CAN_9557DEE5D76481A00963,Analysis and modeling of radio propagation fading characteristics in tunnel construction.,europe_pmc,journal_article,TIER_B,1.4,5.9;2.4;5.9.2;5.7,0.3768,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Analysis_and_modeling_of_radio_propagation_fading_characteristics_in_tunnel_construction.pdf
10.1038/s41598-024-78840-2,CAN_C7C86EFE02A4C2BA0548,Optimisation of synergistic ventilation between dust and gas in a gas tunnel.,europe_pmc,journal_article,TIER_B,5.7,5.7.2;1.4;2.4;5.9.2,0.6076,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Optimisation_of_synergistic_ventilation_between_dust_and_gas_in_a_gas_tunnel.pdf
10.1038/s41598-024-73089-1,CAN_7D046D3BCFEDA4EEA46C,Analysis of vibration signals near ground surface during blasting excavation of a tunnel in fractured rock.,europe_pmc,journal_article,TIER_B,2.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Analysis_of_vibration_signals_near_ground_surface_during_blasting_excavation_of_a_tunnel_i.pdf
10.32832/astonjadro.v13i3.15858,CAN_54D2A889317A9BE85535,Numerical Analysis of the Response of Existing Tunnel Structures to Crossing Tunnel Construction in Soft Soil,crossref,journal_article,TIER_B,2.4,1.4;5.4.1;5.9;5.9.2,0.3813,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Numerical_Analysis_of_the_Response_of_Existing_Tunnel_Structures_to_Crossing_Tunnel_Constr.pdf
10.1038/s41598-024-63438-5,CAN_742DDA8FF76F92655F02,Model test study on the mechanical response of the deep buried tunnel lining.,europe_pmc,journal_article,TIER_B,1.4,5.9;5.9.2;5.4.1;5.9.1,0.376,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Model_test_study_on_the_mechanical_response_of_the_deep_buried_tunnel_lining.pdf
10.3389/feart.2023.1235674,CAN_F562E906A7AC8C1B8245,Statistical and numerical analysis on characteristics and influence factors of construction cracks of large-diameter underwater shield tunnel: a case study,openalex,journal_article,TIER_B,5.4.1,5.9.2;1.4;5.9;5.9.1,0.6142,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Statistical_and_numerical_analysis_on_characteristics_and_influence_factors_of_constructio.pdf
10.54097/ajst.v6i1.8442,CAN_E0F868FBFB6CEEF395A3,Study on Failure Mechanism and Support Design of Tunnel Surrounding Rock,crossref,journal_article,TIER_B,2.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Study_on_Failure_Mechanism_and_Support_Design_of_Tunnel_Surrounding_Rock.pdf
10.32604/cmes.2023.030847,CAN_0782C4D64C80E7404FC9,Numerical Simulation of Surrounding Rock Deformation and Grouting Reinforcement of Cross-Fault Tunnel under Different Excavation Methods,openalex,journal_article,TIER_B,2.4,1.4;2.4.1;5.4.1;2.4.1.1,0.3775,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Numerical_Simulation_of_Surrounding_Rock_Deformation_and_Grouting_Reinforcement_of_Cross-F.pdf
10.3390/s23229245,CAN_D900D8E924F67530587E,An Adversarial Dual-Branch Network for Nonhomogeneous Dehazing in Tunnel Construction.,europe_pmc,journal_article,TIER_B,2.4,1.4;1.4.1;2.2;1.2,0.3785,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_An_Adversarial_Dual-Branch_Network_for_Nonhomogeneous_Dehazing_in_Tunnel_Construction.pdf
10.1021/acsomega.3c04969,CAN_F529F39D0193F1B9D167,Characteristics of Methane Explosion and Dynamic Response of Rock Mass in an H-Type Roadway with Different Ignition Sources.,europe_pmc,journal_article,TIER_B,1.5,1.4;1.5.1;2.4;1.4.1,0.3702,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Characteristics_of_Methane_Explosion_and_Dynamic_Response_of_Rock_Mass_in_an_H-Type_Roadwa.pdf
10.11113/aej.v13.18386,CAN_BA6C06C1DAD6309486E1,CIRCULAR TUNNEL STRUCTURAL ANALYSIS IN SOFT GROUND,crossref,journal_article,TIER_B,2.4,1.4;1.4.1;2.4.1;5.9.2,0.3746,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_CIRCULAR_TUNNEL_STRUCTURAL_ANALYSIS_IN_SOFT_GROUND.pdf
10.24425/ace.2023.145281,CAN_3D73B697513E75371A17,A comparative analysis of artificial neural network predictive and multiple linear regression models for ground settlement during tunnel construction,crossref,journal_article,TIER_B,1.4,2.4;5.9;5.9.2;5.7.1,0.3795,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_A_comparative_analysis_of_artificial_neural_network_predictive_and_multiple_linear_regress.pdf
10.1155/2022/2222556,CAN_3B574E9BB73873F2C728,Dematel-ISM-Based Study of the Impact of Safety Factors on Urban Rail Tunnel Construction Projects.,europe_pmc,journal_article,TIER_B,1.4,5.9.2;1.5;5.9;5.9.1,0.3773,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Dematel-ISM-Based_Study_of_the_Impact_of_Safety_Factors_on_Urban_Rail_Tunnel_Construction.pdf
10.3846/jcem.2022.16807,CAN_54D8501E28416983101E,AN EVIDENCE-BASED RISK DECISION SUPPORT APPROACH FOR METRO TUNNEL CONSTRUCTION,openalex,journal_article,TIER_B,1.4,1.5;5.9.2;6.2;5.9,0.374,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_AN_EVIDENCE-BASED_RISK_DECISION_SUPPORT_APPROACH_FOR_METRO_TUNNEL_CONSTRUCTION.pdf
10.5937/grmk2204167s,CAN_DC98E82A8E882AAD6747,Single-layer load-bearing tunnel lining structure in hard rock masses,openalex,journal_article,TIER_B,2.2.1,2.4;1.4;5.4.1;2.4.1,0.6108,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Single-layer_load-bearing_tunnel_lining_structure_in_hard_rock_masses.pdf
10.47072/demiryolu.1064319,CAN_FC10A552CBCEAD513A76,"Şehir İçerisinde Açılan Tünellerde Portal Şev Stabilitesi ile Tünel Kazı İlişkisine Bir Örnek (T7 Tüneli, Ankara-Sivas Yüksek Hızlı Tren Projesi (Kayaş-Elmadağ Kesimi))",openalex,journal_article,TIER_B,5.9.1,1.5;2.4.3;1.4.2;5.8,0.3802,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Şehir_İçerisinde_Açılan_Tünellerde_Portal_Şev_Stabilitesi_ile_Tünel_Kazı_İlişkisine_Bir_Ör.pdf
10.1021/acsomega.2c01397,CAN_42F4A1F5E5152BE9E70A,Study of the Diffusion Law of Harmful Gases in Tunnel Construction on Plateaus and Optimization of Ventilation Parameters.,europe_pmc,journal_article,TIER_B,2.2,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Study_of_the_Diffusion_Law_of_Harmful_Gases_in_Tunnel_Construction_on_Plateaus_and_Optimiz.pdf
10.1371/journal.pone.0266773,CAN_F5BBD083CE57FF60785B,Experimental study on fire characteristics in cable compartment of utility tunnel with natural ventilation.,europe_pmc,journal_article,TIER_B,1.5,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Experimental_study_on_fire_characteristics_in_cable_compartment_of_utility_tunnel_with_nat.pdf
10.3390/geosciences11070291,CAN_4AF868E87E30457B5189,Biopolymers as Green Binders for Soil Improvement in Geotechnical Applications: A Review,openalex,journal_article,TIER_B,5.9.2,1.4;2.4;2.4.1;2.4.1.1,0.5874,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Biopolymers_as_Green_Binders_for_Soil_Improvement_in_Geotechnical_Applications_A_Review.pdf
10.3390/polym13234129,CAN_BD7DBADE4C6F6EF246F4,Microplastic Contamination in Soils: A Review from Geotechnical Engineering View,openalex,journal_article,TIER_B,2.4.1,2.4;2.4.1.1;1.4;5.4.1,0.3643,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Microplastic_Contamination_in_Soils_A_Review_from_Geotechnical_Engineering_View.pdf
10.1016/j.firesaf.2021.103351,CAN_138BA3BD6B5B6ABAF87E,The combined effect of a water mist system and longitudinal ventilation on the fire and smoke dynamics in a tunnel,openalex,journal_article,TIER_B,1.5.1,1.4;1.5;5.9.2;5.9,0.3748,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_The_combined_effect_of_a_water_mist_system_and_longitudinal_ventilation_on_the_fire_and_sm.pdf
10.3390/ma13071774,CAN_03F70556F1F83AE2E60B,Review of Application and Innovation of Geotextiles in Geotechnical Engineering,openalex,journal_article,TIER_B,5.9.2,2.4;1.4;2.4.1;2.4.1.1,0.5948,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Review_of_Application_and_Innovation_of_Geotextiles_in_Geotechnical_Engineering.pdf
10.14256/jce.2671.2019,CAN_EEE92C99A0880102A939,Model tests of fire smoke control effects in highway tunnels,openalex,journal_article,TIER_B,1.4.1,1.4;1.5.1;1.5;5.9.2,0.6037,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Model_tests_of_fire_smoke_control_effects_in_highway_tunnels.pdf
10.3303/cet2082052,CAN_4418419D8A72015F70BA,Safety in Road Tunnels: Accident Data Analysis of the Italian Motorway A24 and A25,openalex,journal_article,TIER_B,1.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Safety_in_Road_Tunnels_Accident_Data_Analysis_of_the_Italian_Motorway_A24_and_A25.pdf
10.1016/j.firesaf.2020.103002,CAN_2B496E421274A6B646D0,Analysis of experimental data on the effect of fire source elevation on fire and smoke dynamics and the critical velocity in a tunnel with longitudinal ventilation,openalex,journal_article,TIER_B,5.7,1.5.1;1.4;1.5;2.4,0.6005,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Analysis_of_experimental_data_on_the_effect_of_fire_source_elevation_on_fire_and_smoke_dyn.pdf
10.1016/j.tust.2020.103543,CAN_5AF8A18D5800AE6EA295,Flow fields induced by longitudinal ventilation and water spray system in reduced-scale tunnel fires,openalex,journal_article,TIER_B,1.5,1.5.1;1.4;5.7.2;5.9,0.7304,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Flow_fields_induced_by_longitudinal_ventilation_and_water_spray_system_in_reduced-scale_tu.pdf
10.56958/jesi.2020.5.1.8,CAN_38F176B336A3B831D831,Calculation of railway tunnels ventilation,openalex,journal_article,TIER_B,5.7,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Calculation_of_railway_tunnels_ventilation.pdf
10.15302/j-fem-2018206,CAN_E074995D1314D67C7DB1,"Technical innovation for super-large-diameter shield tunnel project of combined highway and railway construction in Sanyang Road, Wuhan",crossref,journal_article,TIER_B,1.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_Technical_innovation_for_super-large-diameter_shield_tunnel_project_of_combined_highway_an.pdf
10.3846/transport.2018.1574,CAN_19F35DFAA25232114082,EVALUATING THE EFFECTIVENESS OF SPEED REDUCTION MARKINGS IN HIGHWAY TUNNELS,openalex,journal_article,TIER_B,1.4.1,1.4;5.9.2;2.4;5.9,0.6075,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_EVALUATING_THE_EFFECTIVENESS_OF_SPEED_REDUCTION_MARKINGS_IN_HIGHWAY_TUNNELS.pdf
10.3390/ma10010082,CAN_414DE88A7979F18ADAA8,An Extended Damage Plasticity Model for Shotcrete: Formulation and Comparison with Other Shotcrete Models,openalex,journal_article,TIER_B,1.4,5.4.1;2.4;1.4.1;1.5,0.3671,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_An_Extended_Damage_Plasticity_Model_for_Shotcrete_Formulation_and_Comparison_with_Other_Sh.pdf
10.1007/s10706-017-0356-z,CAN_1C2A904B62526741DE21,Applications of Particle Swarm Optimization in Geotechnical Engineering: A Comprehensive Review,openalex,journal_article,TIER_B,5.7.1,2.4;1.4;2.4.1;2.4.1.1,0.5922,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_Applications_of_Particle_Swarm_Optimization_in_Geotechnical_Engineering_A_Comprehensive_Re.pdf
