document_id,field,current_value,deterministic_suggestion,llm_suggestion,selected_candidate,evidence,confidence,agreement_status,adjudication_status,adjudication_reason,review_priority,source_sha256
DOC000116,organization,,,Graz University of Technology,Graz University of Technology,***Graz University of Technology***,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56
DOC000116,document_type,unknown,unknown,conference_paper,,Graz University of Technology,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56
DOC000116,authority_level,,unclassified,B,,***Graz University of Technology***,high,llm_only,human_review_required,field_specific_authority_level_identity_or_publication_check_required,P1,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56
DOC000117,organization,,,Graz University of Technology,Graz University of Technology,***Graz University of Technology***,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3
DOC000117,document_type,unknown,unknown,conference_proceedings,,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3
DOC000117,authority_level,,unclassified,unclassified,,***Graz University of Technology*** [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3
DOC000118,organization,,,OBB – Austrian Federal Railways,,**Hanns Wagner** OBB – Austrian Federal Railways,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1
DOC000118,document_type,unknown,unknown,conference_proceedings,,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1
DOC000118,authority_level,,C,C,C,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1
DOC000119,organization,,,IGT Geotechnik und Tunnelbau ZT GmbH,,**IGT Geotechnik und Tunnelbau ZT GmbH**,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39
DOC000119,document_type,unknown,unknown,conference_paper,,Announcement: The journal **„Geomechanics and Tunnelling“** publishes international articles about geomechanics and all aspects of tunnelling.,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39
DOC000119,authority_level,,unclassified,unclassified,,**IGT Geotechnik und Tunnelbau ZT GmbH** [**b.kohlboeck@igt-engineering.com**](mailto:b.kohlboeck@igt-engineering.com) [authority_B_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39
DOC000120,organization,,,Graz University of Technology,Graz University of Technology,***Graz University of Technology***,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded
DOC000120,document_type,unknown,unknown,conference_paper,,"headings: 'RISK SHARING', 'EXAMPLE', 'CONCLUSION' and author affiliation typical of academic conference proceedings [evidence_not_grounded_in_context]",low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded
DOC000120,authority_level,,unclassified,B,,"Author is 'Wulf Schubert' from 'Graz University of Technology', not an official institutional manual or regulation",high,llm_only,human_review_required,field_specific_authority_level_identity_or_publication_check_required,P1,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded
DOC000121,organization,,,Austrian Society for Geomechanics,Austrian Society for Geomechanics,**Austrian Society for Geomechanics**,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232
DOC000121,document_type,unknown,unknown,technical_specification,,**Austrian Standard ÖNORM B 2203-1**,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232
DOC000121,authority_level,,unclassified,unclassified,,**Austrian Standard ÖNORM B 2203-1** [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232
DOC000122,organization,,,Austrian Society for Geomechanics,Austrian Society for Geomechanics,**Austrian Society for Geomechanics** **Guideline for the**,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d
DOC000122,document_type,unknown,unknown,technical_specification,,**Austrian Society for Geomechanics** **Guideline for the**,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d
DOC000122,authority_level,,unclassified,unclassified,,**Austrian Society for Geomechanics** [authority_B_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d
DOC000123,organization,,,Österreichische Gesellschaft für Geomechanik (Austrian Society for Geomechanics),,ÖSTERREICHISCHE GESELLSCHAFT FÜR GEOMECHANIK AUSTRIAN SOCIETY FOR GEOMECHANICS,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6
DOC000123,authority_level,,unclassified,unclassified,,Österreichische Gesellschaft für Geomechanik (Austrian Society for Geomechanics) [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6
DOC000124,organization,,,YILDIZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,YILDIZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,**YILDIZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ**,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da
DOC000124,year,,,2009,,"**İSTANBUL, 2009**",high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da
DOC000125,document_type,unknown,unknown,presentation,,TÜRK İ YE TÜNELC İ L İ K SEM İ NER İ 2013,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df
DOC000125,authority_level,,unclassified,unclassified,,TÜRK İ YE TÜNELC İ L İ K SEM İ NER İ 2013 [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df
DOC000126,organization,,,FUGRO SİAL Ltd. Şti.,,Dr. Orhan Şİ M Ş EK FUGRO S İ AL Ltd. Ş ti. [suggested_value_not_supported_by_evidence],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63
DOC000126,document_type,unknown,unknown,conference_proceedings,,TURK E TUNELCILIK SEMINERI2O13,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63
DOC000126,authority_level,,unclassified,C,C,TURK E TUNELCILIK SEMINERI2O13,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63
DOC000127,organization,,,YÜKSEL Proje Uluslararası A. Ş.,,M. Kemal AKMAN YÜKSEL Proje Uluslararas ı A. Ş .,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f
DOC000127,document_type,unknown,unknown,presentation,presentation,TURKIYE TUNELCILIK SEMINERI2O13,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f
DOC000127,authority_level,,unclassified,C,C,TURKIYE TUNELCILIK SEMINERI2O13,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f
DOC000128,organization,,,İMDER,,İ MDER YÖNET İ M KURULU BA Ş KAN YARDIMCISI [suggested_value_not_supported_by_evidence],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8
DOC000128,document_type,unknown,unknown,presentation,presentation,SUNUM İ ÇER İĞİ,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8
DOC000128,authority_level,,unclassified,unclassified,,İ MDER YÖNET İ M KURULU BA Ş KAN YARDIMCISI [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8
DOC000129,organization,,,,,not_requested,low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29
DOC000129,document_type,unknown,unknown,presentation,,Tünel Yönetim Sistemleri - Sunu İ çeri ğ i,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29
DOC000129,authority_level,,unclassified,unclassified,,Tünel Yönetim Sistemleri - Sunu İ çeri ğ i [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29
DOC000130,organization,,,Karayolları Genel Müdürlüğü,,Murat Dursun BARUT Karayolları Genel Müdürlüğü,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32
DOC000130,document_type,unknown,unknown,presentation,,TÜRK İ YE TÜNELC İ L İ K SEM İ NER İ 2013,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32
DOC000130,authority_level,,unclassified,unclassified,,TÜRK İ YE TÜNELC İ L İ K SEM İ NER İ 2013 [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32
DOC000131,organization,,,"Türkiye Cumhuriyeti Ulaştırma, Denizcilik ve Haberleşme Bakanlığı",,"## BAKANLIK Türkiye Cumhuriyeti Ulaştırma, Denizcilik ve Haberleşme Bakanlığı",high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db
DOC000131,document_type,unknown,unknown,presentation,,Mehmet/Literatur/YTMK Tünelcilik Semineri/2013/Nurettin Demir.pdf [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db
DOC000131,authority_level,,unclassified,unclassified,,Mehmet/Literatur/YTMK Tünelcilik Semineri/2013/Nurettin Demir.pdf [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db
DOC000132,organization,,,İstanbul Teknik Üniversitesi,,Prof.Dr. Mahir VARDAR İ stanbul Teknik Üniversitesi,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe
DOC000132,document_type,unknown,unknown,presentation,presentation,TURKIYE TÜNELCILIK SEMINERI2O13,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe
DOC000132,authority_level,,unclassified,unclassified,,Prof.Dr. Mahir VARDAR İ stanbul Teknik Üniversitesi [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe
DOC000145,organization,,,ÖBB - Austrian Federal Railways,ÖBB - Austrian Federal Railways,Bernd Moritz ÖBB - Austrian Federal Railways Hanns Wagner OBB - Austrian Federal Railways,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc
DOC000145,document_type,unknown,unknown,conference_paper,,relative_path: Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/ [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc
DOC000145,authority_level,,unclassified,unclassified,,academic/professional presentation by Graz University of Technology and ÖBB authors [evidence_not_grounded_in_context] [authority_B_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc
DOC000151,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492
DOC000151,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492
DOC000151,language,,mixed,mixed,,mixed [evidence_not_grounded_in_context],low,deterministic_llm_agree,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492
DOC000151,document_type,unknown,unknown,presentation,,sunumlar,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492
DOC000151,authority_level,,unclassified,unclassified,,unclassified [evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492
DOC000153,organization,,,Sika,,Success Factors - Innovation Sika's long history of innovation has led to unparalleled success in becoming a recognized global technology leader,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb
DOC000153,document_type,unknown,unknown,presentation,,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb
DOC000153,authority_level,,unclassified,unclassified,,Success Factors - Innovation Sika's long history of innovation has led to unparalleled success in becoming a recognized global technology leader [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb
DOC000154,organization,,,Turkish Tunnelling Society,,TURKISH TUNNELLING SOCIETY,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1
DOC000154,document_type,unknown,unknown,conference_proceedings,,TURKISH TUNNELLING SOCIETY,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1
DOC000154,authority_level,,unclassified,unclassified,,TURKISH TUNNELLING SOCIETY [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1
DOC000155,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925
DOC000155,authority_level,,unclassified,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925
DOC000156,document_type,unknown,unknown,presentation,,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b
DOC000156,authority_level,,unclassified,unclassified,,PIARC (World Road Association) tarafından yayınlanan makale [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b
DOC000157,organization,,,International Tunnelling and Underground Space Association (ITA),,Professor Arnold Dix · President - International Tunnelling and Underground Space Association (ITA),high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395
DOC000157,document_type,unknown,unknown,presentation,,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395
DOC000157,authority_level,,unclassified,C,C,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395
DOC000158,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f
DOC000158,document_type,unknown,unknown,presentation,,Sunumlar_2022 [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f
DOC000158,authority_level,,unclassified,unclassified,,Sunumlar_2022 [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f
DOC000159,organization,,,İBB Raylı Sistem Projeler Şube Müdürlüğü,,Setenay ULUDAĞ Müdür Yardımcısı İBB Raylı Sistem Projeler Şube Müdürlüğü,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf
DOC000159,document_type,unknown,unknown,presentation,,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf
DOC000159,authority_level,,unclassified,unclassified,,Setenay ULUDAĞ Müdür Yardımcısı İBB Raylı Sistem Projeler Şube Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf
DOC000160,organization,,,Yapı Merkezi,,"Yapı Merkezi with Obayashi and Kajima executed the civil, architectural and building MEP works",high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1
DOC000160,document_type,unknown,unknown,presentation,,TUNNEL TÜNELCILIKDERNEGI TURKISH TUNNELLING SOCIETY,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1
DOC000160,authority_level,,unclassified,unclassified,,TUNNEL TÜNELCILIKDERNEGI TURKISH TUNNELLING SOCIETY [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1
DOC000161,organization,,,İzmir Büyükşehir Belediyesi Raylı Sistem Dairesi Başkanlığı,,İzmir Büyükşehir Belediyesi Raylı Sitem Dairesi Başkanlığı altında,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8
DOC000161,document_type,unknown,unknown,presentation,,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf [evidence_not_grounded_in_context]",low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8
DOC000161,authority_level,,unclassified,unclassified,,İzmir Büyükşehir Belediyesi Raylı Sitem Dairesi Başkanlığı altında [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8
DOC000162,organization,,,TARIM VE ORMAN BAKANLIĞI DEVLET SU İŞLERİ GENEL MÜDÜRLÜĞÜ Jeoteknik Hizmetler Dairesi Başkanlığı,,TARIM VE ORMAN BAKANLIĞI DEVLET SU İŞLERİ GENEL MÜDÜRLÜĞÜ Jeoteknik Hizmetler Dairesi Başkanlığı,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6
DOC000162,document_type,unknown,unknown,presentation,,Dr. Ayhan KOÇBAY Daire Başkanı 29.11.2022 www.tunnelturkey.org,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6
DOC000162,authority_level,,unclassified,unclassified,,Dr. Ayhan KOÇBAY Daire Başkanı 29.11.2022 www.tunnelturkey.org [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6
DOC000163,organization,,,Mapei,,2017 Mapei Endonezya Genel Müdürü,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d
DOC000163,document_type,unknown,unknown,presentation,,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d
DOC000163,authority_level,,unclassified,unclassified,,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d
DOC000164,organization,,,"ALTYAPI YATIRIMLARI GENEL MÜDÜRLÜĞÜ ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI MÜSTEŞARLIK (AYGM)",,"İş veren: ALTYAPI YATIRIMLARI GENEL MÜDÜRLÜĞ ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI MÜSTEŞARLIK (AYGM) [evidence_not_grounded_in_context]",low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01
DOC000164,document_type,unknown,unknown,presentation,,"TUNNEL ## HALKALI - ISTANBUL HAVALIMANI METRO HATTI 76,5 milyon metrekarelik alanı",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01
DOC000164,authority_level,,unclassified,unclassified,,"TUNNEL ## HALKALI - ISTANBUL HAVALIMANI METRO HATTI 76,5 milyon metrekarelik alanı [authority_C_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01
DOC000165,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,6ba9584fcdfdca8c91f6ed1462db0fadbd2f4c81e4f1f4542b0a1a95494be7f5
DOC000165,authority_level,,unclassified,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,6ba9584fcdfdca8c91f6ed1462db0fadbd2f4c81e4f1f4542b0a1a95494be7f5
DOC000166,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e
DOC000166,authority_level,,B,unclassified,,[evidence_not_grounded_in_context] [authority_B_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e
DOC000167,document_type,unknown,unknown,academic_article,academic_article,"İMO Teknik Dergi, 2008 4471-4486, Yazı 295",high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a
