document_id,source_relative_path,source_filename,source_extension,source_sha256,selected_variant,authority_level_current,authority_level_suggested,authority_evidence,authority_confidence,document_type_current,document_type_suggested,document_type_evidence,document_type_confidence,language_current,language_suggested,language_confidence,year_current,year_suggested,year_evidence,year_confidence,topics_current,topics_suggested,topics_evidence,topics_confidence,organization_suggested,title_suggested,citation_mode,citation_sidecar,original_page_provenance_available,requires_human_review,review_status
DOC000165,Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.pdf,9_Final Lining Design Approach for Reduction Tunnels.pdf,.pdf,6ba9584fcdfdca8c91f6ed1462db0fadbd2f4c81e4f1f4542b0a1a95494be7f5,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,drawing,Dosya yolu/başlık/ilk heading sinyali: detay,medium,en,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,final_lining,final_lining|geotechnical_investigation|safety|traffic|water,geotechnical_investigation:sondaj; water:yeraltı su; final_lining:final lining; safety:güvenlik; traffic:trafik; tunnel_general:tünel,high,,9_Final Lining Design Approach for Reduction Tunnels,pdf_page,data/temp/full_docling_chunks/DOC000165/0001.docling.json,true,true,pending
DOC000166,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,.pdf,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e,full_docling,,B,Akademik yayın türü sinyali: academic_article,medium,unknown,academic_article,İlk içerik bölümünde yayın türü sinyali: doi,medium,tr,tr,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,accident|cost|fire_safety|geology|operations|risk|safety|standards|tbm,tbm:tbm; geology:jeoloji; risk:risk; safety:güvenlik; fire_safety:yangın; operations:işletme; standards:standart; cost:maliyet; accident:kaza; tunnel_general:tünel,high,,Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı,pdf_page,data/temp/full_docling_chunks/DOC000166/0001.docling.json,true,true,pending
DOC000167,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,Türkiye’deki Karayolu Tünellerinde Trafik.pdf,.pdf,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a,full_docling,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: karayolları genel müdürlüğü,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,traffic,accident|fire_safety|maintenance|safety|standards|traffic|ventilation,safety:güvenlik; fire_safety:yangın; ventilation:havalandırma; traffic:trafik; maintenance:bakım; standards:standart; accident:kaza; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Türkiye’deki Karayolu Tünellerinde Trafik,pdf_page,data/temp/full_docling_chunks/DOC000167/0001.docling.json,true,true,pending
DOC000168,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.pdf,ADR TAIEX Eğitim Dokümanı.pdf,.pdf,5c0397948854e544883ff235182f87928732f2913e66c87168f39bc5debb0b68,full_docling,C,C,Mevcut canonical metadata authority_level=C,high,training_material,training_material,Mevcut canonical metadata document_type=training_material,high,tr,tr,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,,accident|cost|fire_safety|inspection|maintenance|monitoring|operations|risk|safety|traffic|ventilation,monitoring:monitoring; risk:risk; safety:safety; fire_safety:tunnel fire; ventilation:ventilation; traffic:traffic; operations:operation; maintenance:maintenance; inspection:inspection; cost:cost; accident:accident; tunnel_general:tünel,high,,ADR TAIEX Eğitim Dokümanı,pdf_page,data/temp/full_docling_chunks/DOC000168/0001.docling.json|data/temp/full_docling_chunks/DOC000168/0005.docling.json|data/temp/full_docling_chunks/DOC000168/0006.docling.json|data/temp/full_docling_chunks/DOC000168/0007.docling.json|data/temp/full_docling_chunks/DOC000168/0008.docling.json|data/temp/full_docling_chunks/DOC000168/0009.docling.json|data/temp/full_docling_chunks/DOC000168/0002.docling.json|data/temp/full_docling_chunks/DOC000168/0003.docling.json|data/temp/full_docling_chunks/DOC000168/0004.docling.json,true,true,pending
DOC000169,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/agenda_56725_TR.doc,agenda_56725_TR.doc,.doc,56c352f0db4ceb3efec84d3631a249a62adb611945b148811391897f613e49d6,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: eğitim,medium,,tr,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,,maintenance|risk,risk:risk; maintenance:bakım; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),agenda_56725_TR,document_section,,false,true,pending
DOC000170,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.pdf,Risk Analysis for Road Tunnels PIARC.pdf,.pdf,98947b1040b98d24a49728ff7d0b0f6a8fa58fdc86cb2539c71a83e467b023fc,full_docling,A,A,Mevcut canonical metadata authority_level=A,high,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: eğitim,medium,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,risk,operations|quality_control|risk|safety|standards,risk:risk; safety:safety; operations:operation; standards:standard; quality_control:quality control; tunnel_general:tünel,high,PIARC,Risk Analysis for Road Tunnels PIARC,pdf_page,data/temp/full_docling_chunks/DOC000170/0001.docling.json|data/temp/full_docling_chunks/DOC000170/0005.docling.json|data/temp/full_docling_chunks/DOC000170/0002.docling.json|data/temp/full_docling_chunks/DOC000170/0003.docling.json|data/temp/full_docling_chunks/DOC000170/0004.docling.json,true,false,not_required
DOC000171,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part2_2.ppt,Turcja_16-19_03_2015_part2_2.ppt,.ppt,2c519a6334175b397eb6f6469692faf898be78d2aec5c3449576cf84b88ddd5d,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: eğitim,medium,,en,high,2015,2015,Mevcut canonical metadata yılı: 2015,high,,accident|cost|regulation|risk|safety,risk:risk; safety:safety; regulation:regulation; cost:cost; accident:accident; tunnel_general:tünel,high,PIARC,Turcja_16-19_03_2015_part2_2,slide,,false,true,pending
DOC000172,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.ppt,Turcja_16-19_03_2015_part3.ppt,.ppt,099561279b8b8ee35d2341c8b45f5a1f8c5e4a5fe3bd846ea00218e0b6cfd2a0,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: eğitim,medium,,en,high,2015,2015,Mevcut canonical metadata yılı: 2015,high,,accident|cost|drainage|risk|traffic|ventilation,drainage:drainage; risk:risk; ventilation:ventilation; traffic:traffic; cost:cost; accident:accident; tunnel_general:tünel,high,,Turcja_16-19_03_2015_part3,slide,,false,true,pending
DOC000173,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.ppt,Turcja_16-19_03_2015_part4.ppt,.ppt,37bfcaa3e403d68f85d12a6176b384c745f9d869ffa659614a55cde1ee83609b,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: eğitim,medium,,en,high,2015,2015,Mevcut canonical metadata yılı: 2015,high,,operations|regulation|risk|safety|standards|traffic|ventilation,risk:risk; safety:safety; ventilation:ventilation; traffic:traffic; operations:operating; regulation:regulation; standards:standard; tunnel_general:tünel,high,,Turcja_16-19_03_2015_part4,slide,,false,true,pending
DOC000174,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.pdf,Updated_Survey_Road_Tunnel_Regulations_August_2011_1.pdf,.pdf,6c05ea8291c455e3f607679c63ec52f069202b7b2ab45031fd5adf6b06be93fa,full_docling,A,A,Mevcut canonical metadata authority_level=A,high,regulation,regulation,Mevcut canonical metadata document_type=regulation,high,,en,high,2011,2011,Mevcut canonical metadata yılı: 2011,high,regulation,operations|regulation|risk|safety,risk:risk; safety:safety; operations:operation; regulation:regulation; tunnel_general:tünel,high,PIARC,Updated_Survey_Road_Tunnel_Regulations_August_2011_1,pdf_page,data/temp/full_docling_chunks/DOC000174/0001.docling.json|data/temp/full_docling_chunks/DOC000174/0002.docling.json|data/temp/full_docling_chunks/DOC000174/0003.docling.json,true,false,not_required
DOC000175,Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.pdf,E-dergi-Tünel Dergisi 46_1.pdf,.pdf,f2f1c1bde126829d366a5b059941944e3e26a568d085b6b6a16a5ebbfeb4a022,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,2002,Belge metninde publication/date bağlamında açık yıl: 2002,medium,,contracts|excavation|final_lining|fire_safety|geology|safety|shotcrete|tbm,tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; final_lining:final lining; safety:safety; fire_safety:yangın; contracts:contract; tunnel_general:tünel,high,,E-dergi-Tünel Dergisi 46_1,pdf_page,data/temp/full_docling_chunks/DOC000175/0001.docling.json|data/temp/full_docling_chunks/DOC000175/0005.docling.json|data/temp/full_docling_chunks/DOC000175/0002.docling.json|data/temp/full_docling_chunks/DOC000175/0003.docling.json|data/temp/full_docling_chunks/DOC000175/0004.docling.json,true,true,pending
DOC000176,Tünel Dergisi/E-Dergi_Tünel 45_r.pdf,E-Dergi_Tünel 45_r.pdf,.pdf,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|contracts|excavation|geology|shotcrete|tbm,tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; contracts:contract; accident:kaza; tunnel_general:tünel,high,,E-Dergi_Tünel 45_r,pdf_page,data/temp/full_docling_chunks/DOC000176/0001.docling.json|data/temp/full_docling_chunks/DOC000176/0005.docling.json|data/temp/full_docling_chunks/DOC000176/0002.docling.json|data/temp/full_docling_chunks/DOC000176/0003.docling.json|data/temp/full_docling_chunks/DOC000176/0004.docling.json,true,true,pending
DOC000177,Tünel Dergisi/E-dergi_Tünel-35.pdf,E-dergi_Tünel-35.pdf,.pdf,0f9a28ad41ab9c7c470e8d636ad563f20f04c89b5c7301281dcc78b27fdc0a7d,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,2002,Belge metninde publication/date bağlamında açık yıl: 2002,medium,,contracts|excavation|fire_safety|forepoling|geology|shotcrete|tbm,tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; forepoling:süren; fire_safety:yangın; contracts:contract; tunnel_general:tünel,high,,E-dergi_Tünel-35,pdf_page,data/temp/full_docling_chunks/DOC000177/0001.docling.json|data/temp/full_docling_chunks/DOC000177/0005.docling.json|data/temp/full_docling_chunks/DOC000177/0002.docling.json|data/temp/full_docling_chunks/DOC000177/0003.docling.json|data/temp/full_docling_chunks/DOC000177/0004.docling.json,true,true,pending
DOC000193,Tünel Dergisi/Tunel Dergi Sayi 40.pdf,Tunel Dergi Sayi 40.pdf,.pdf,16e105dfc7ea0a648e4f624b4aa37b3f3605161b92c956c1a1e9edf4603453ab,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,project_document,Dosya yolu/başlık/ilk heading sinyali: projesi,medium,,tr,high,,2002,Belge metninde publication/date bağlamında açık yıl: 2002,medium,,contracts|excavation|fire_safety|geology|risk|safety|shotcrete|standards|tbm,tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; risk:risk; safety:safety; fire_safety:yangın; standards:standart; contracts:contract; tunnel_general:tünel,high,,Tunel Dergi Sayi 40,pdf_page,data/temp/full_docling_chunks/DOC000193/0001.docling.json|data/temp/full_docling_chunks/DOC000193/0005.docling.json|data/temp/full_docling_chunks/DOC000193/0002.docling.json|data/temp/full_docling_chunks/DOC000193/0003.docling.json|data/temp/full_docling_chunks/DOC000193/0004.docling.json,true,true,pending
DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,Tunel Dergisi 1.pdf,.pdf,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,,"Belge metninde çelişkili publication/date yılları: 2006, 2013",low,,accident|excavation|tbm|ventilation,tbm:tbm; excavation:kazı; ventilation:havalandırma; accident:kaza; tunnel_general:tünel,high,,Tunel Dergisi 1,pdf_page,data/temp/full_docling_chunks/DOC000194/0001.docling.json|data/temp/full_docling_chunks/DOC000194/0002.docling.json,true,true,pending
DOC000195,Tünel Dergisi/Tunel Dergisi 2.pdf,Tunel Dergisi 2.pdf,.pdf,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,2014,Belge metninde publication/date bağlamında açık yıl: 2014,medium,,contracts|excavation|operations|shotcrete|tbm,tbm:tbm; excavation:kazı; shotcrete:püskürtme beton; operations:işletme; contracts:sözleşme; tunnel_general:tünel,high,,Tunel Dergisi 2,pdf_page,data/temp/full_docling_chunks/DOC000195/0001.docling.json|data/temp/full_docling_chunks/DOC000195/0002.docling.json,true,true,pending
DOC000196,Tünel Dergisi/Tunel Dergisi 3.pdf,Tunel Dergisi 3.pdf,.pdf,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|contracts|excavation|fiber_reinforced_concrete|forepoling|geology|operations|shotcrete|tbm,tbm:tbm; geology:jeoloji; excavation:kazı; shotcrete:shotcrete; forepoling:umbrella arch; fiber_reinforced_concrete:fiber reinforced; operations:işletme; contracts:contract; accident:kaza; tunnel_general:tünel,high,,Tunel Dergisi 3,pdf_page,data/temp/full_docling_chunks/DOC000196/0001.docling.json|data/temp/full_docling_chunks/DOC000196/0002.docling.json,true,true,pending
DOC000197,Tünel Dergisi/Tunel Dergisi 4.pdf,Tunel Dergisi 4.pdf,.pdf,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|blasting|contracts|cost|excavation|fire_safety|forepoling|geology|natm|operations|rock_mechanics|tbm,natm:natm; tbm:tbm; geology:jeoloji; rock_mechanics:rock mechanics; excavation:kazı; blasting:drill and blast; forepoling:umbrella arch; fire_safety:yangın; operations:operation; cost:cost; contracts:contract; accident:kaza,high,,Tunel Dergisi 4,pdf_page,data/temp/full_docling_chunks/DOC000197/0001.docling.json|data/temp/full_docling_chunks/DOC000197/0002.docling.json|data/temp/full_docling_chunks/DOC000197/0003.docling.json,true,true,pending
DOC000198,Tünel Dergisi/Tunel Dergisi 5.pdf,Tunel Dergisi 5.pdf,.pdf,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,blasting|cost|drainage|excavation|fire_safety|geology|geotechnical_investigation|maintenance|monitoring|operations|safety|tbm|ventilation,tbm:tbm; geotechnical_investigation:geotechnical; geology:jeoloji; excavation:kazı; blasting:patlatma; drainage:drainage; monitoring:monitoring; safety:safety; fire_safety:yangın; ventilation:havalandırma; operations:işletme; maintenance:bakım,high,,Tunel Dergisi 5,pdf_page,data/temp/full_docling_chunks/DOC000198/0001.docling.json|data/temp/full_docling_chunks/DOC000198/0002.docling.json|data/temp/full_docling_chunks/DOC000198/0003.docling.json,true,true,pending
DOC000199,Tünel Dergisi/Tunel Dergisi 6.pdf,Tunel Dergisi 6.pdf,.pdf,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,contracts|excavation|gas|geology|natm|risk|standards|tbm,natm:natm; tbm:tbm; geology:geolog; excavation:kazı; gas:metan; risk:risk; standards:standart; contracts:contract; tunnel_general:tünel,high,,Tunel Dergisi 6,pdf_page,data/temp/full_docling_chunks/DOC000199/0001.docling.json|data/temp/full_docling_chunks/DOC000199/0002.docling.json|data/temp/full_docling_chunks/DOC000199/0003.docling.json,true,true,pending
DOC000200,Tünel Dergisi/tunel37.pdf,tunel37.pdf,.pdf,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,,tr,high,,,"Belge metninde çelişkili publication/date yılları: 1999, 2020",low,,contracts|excavation|fire_safety|forepoling|geology|natm|shotcrete|tbm,natm:natm; tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; forepoling:umbrella arch; fire_safety:yangın; contracts:contract; tunnel_general:tünel,high,,tunel37,pdf_page,data/temp/full_docling_chunks/DOC000200/0001.docling.json|data/temp/full_docling_chunks/DOC000200/0005.docling.json|data/temp/full_docling_chunks/DOC000200/0002.docling.json|data/temp/full_docling_chunks/DOC000200/0003.docling.json|data/temp/full_docling_chunks/DOC000200/0004.docling.json,true,true,pending
DOC000201,Tünel Dergisi/Tünel 42-E-dergi_2.pdf,Tünel 42-E-dergi_2.pdf,.pdf,695835658c70e223f85a912fd7cdc82f2310c56e743b9645f61d81a8759a2b0a,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,2002,Belge metninde publication/date bağlamında açık yıl: 2002,medium,,contracts|cost|excavation|geology|shotcrete|tbm,tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; cost:cost; contracts:contract; tunnel_general:tünel,high,,Tünel 42-E-dergi_2,pdf_page,data/temp/full_docling_chunks/DOC000201/0001.docling.json|data/temp/full_docling_chunks/DOC000201/0005.docling.json|data/temp/full_docling_chunks/DOC000201/0002.docling.json|data/temp/full_docling_chunks/DOC000201/0003.docling.json|data/temp/full_docling_chunks/DOC000201/0004.docling.json,true,true,pending
DOC000202,Tünel Dergisi/Tünel 44_red.pdf,Tünel 44_red.pdf,.pdf,1c6f0b26834d8cafc1cb226828293b6152b78b80b058b0e05427f922468f2238,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,contracts|excavation|geology|karst|shotcrete|standards|tbm,tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; karst:karst; standards:standart; contracts:contract; tunnel_general:tünel,high,,Tünel 44_red,pdf_page,data/temp/full_docling_chunks/DOC000202/0001.docling.json|data/temp/full_docling_chunks/DOC000202/0002.docling.json|data/temp/full_docling_chunks/DOC000202/0003.docling.json|data/temp/full_docling_chunks/DOC000202/0004.docling.json,true,true,pending
DOC000203,Tünel Dergisi/Tünel 51_red (1).pdf,Tünel 51_red (1).pdf,.pdf,3fa9eb8ff87a4f69938d3d0c5149a474e666b0b33caf48e4fd3882f20bf074be,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,contracts|geology|inspection|shotcrete|tbm,tbm:tbm; geology:geolog; shotcrete:püskürtme beton; inspection:inspection; contracts:contract; tunnel_general:tünel,high,,Tünel 51_red (1),pdf_page,data/temp/full_docling_chunks/DOC000203/0001.docling.json|data/temp/full_docling_chunks/DOC000203/0002.docling.json|data/temp/full_docling_chunks/DOC000203/0003.docling.json|data/temp/full_docling_chunks/DOC000203/0004.docling.json,true,true,pending
DOC000204,Tünel Dergisi/TÜNEL SAYI-33.pdf,TÜNEL SAYI-33.pdf,.pdf,8ad9882f0d7ecc06121ef4bfd65613bc16a3e7dc7a5f456bf18708a5d2e134ed,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,2002,Belge metninde publication/date bağlamında açık yıl: 2002,medium,,contracts|cost|geology|monitoring|shotcrete|tbm,tbm:tbm; geology:geolog; shotcrete:püskürtme beton; monitoring:izleme; cost:maliyet; contracts:contract; tunnel_general:tünel,high,,TÜNEL SAYI-33,pdf_page,data/temp/full_docling_chunks/DOC000204/0001.docling.json|data/temp/full_docling_chunks/DOC000204/0005.docling.json|data/temp/full_docling_chunks/DOC000204/0002.docling.json|data/temp/full_docling_chunks/DOC000204/0003.docling.json|data/temp/full_docling_chunks/DOC000204/0004.docling.json,true,true,pending
DOC000205,Tünel Dergisi/TÜNEL-41.pdf,TÜNEL-41.pdf,.pdf,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,case_study|contracts|excavation|fire_safety|geology|monitoring|shotcrete|standards|tbm,tbm:tbm; geology:geolog; excavation:excavat; shotcrete:püskürtme beton; monitoring:izleme; fire_safety:yangın; standards:standart; contracts:contract; case_study:vaka; tunnel_general:tünel,high,,TÜNEL-41,pdf_page,data/temp/full_docling_chunks/DOC000205/0001.docling.json|data/temp/full_docling_chunks/DOC000205/0005.docling.json|data/temp/full_docling_chunks/DOC000205/0002.docling.json|data/temp/full_docling_chunks/DOC000205/0003.docling.json|data/temp/full_docling_chunks/DOC000205/0004.docling.json,true,true,pending
DOC000206,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,Tünel-47-e-dergisi_r.pdf,.pdf,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,contracts|excavation|geology|geotechnical_investigation|quality_control|safety|shotcrete|tbm|ventilation,tbm:tbm; geotechnical_investigation:geotechnical; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; safety:safety; ventilation:havalandırma; contracts:contract; quality_control:kalite kontrol; tunnel_general:tünel,high,,Tünel-47-e-dergisi_r,pdf_page,data/temp/full_docling_chunks/DOC000206/0001.docling.json|data/temp/full_docling_chunks/DOC000206/0002.docling.json|data/temp/full_docling_chunks/DOC000206/0003.docling.json|data/temp/full_docling_chunks/DOC000206/0004.docling.json,true,true,pending
DOC000207,Tünel Dergisi/Tünel-e-dergi-43_red.pdf,Tünel-e-dergi-43_red.pdf,.pdf,c7d688e33e7dbd6fd3c0b1b91c11b011d90cd868b05c51353bafc3bf1b3aab65,full_docling,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: karayolları genel müdürlüğü,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,2002,Belge metninde publication/date bağlamında açık yıl: 2002,medium,,accident|contracts|excavation|geology|shotcrete|tbm,tbm:tbm; geology:geolog; excavation:kazı; shotcrete:püskürtme beton; contracts:contract; accident:kaza; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Tünel-e-dergi-43_red,pdf_page,data/temp/full_docling_chunks/DOC000207/0001.docling.json|data/temp/full_docling_chunks/DOC000207/0002.docling.json|data/temp/full_docling_chunks/DOC000207/0003.docling.json|data/temp/full_docling_chunks/DOC000207/0004.docling.json,true,true,pending
DOC000208,Tünel Dergisi/TÜNEL_SAYI-38.pdf,TÜNEL_SAYI-38.pdf,.pdf,bb2609f7183736147ea9f39930dc3e8af22afcf722a05f9866db5d404d7c163c,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,magazine,Dosya yolu/başlık/ilk heading sinyali: dergisi,medium,tr,tr,high,,2002,Belge metninde publication/date bağlamında açık yıl: 2002,medium,,contracts|geology|shotcrete|tbm,tbm:tbm; geology:geolog; shotcrete:püskürtme beton; contracts:contract; tunnel_general:tünel,high,,TÜNEL_SAYI-38,pdf_page,data/temp/full_docling_chunks/DOC000208/0001.docling.json|data/temp/full_docling_chunks/DOC000208/0005.docling.json|data/temp/full_docling_chunks/DOC000208/0002.docling.json|data/temp/full_docling_chunks/DOC000208/0003.docling.json|data/temp/full_docling_chunks/DOC000208/0004.docling.json,true,true,pending
DOC000209,"Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.docx",Dünyada Tünel Felaketleri.docx,.docx,991e7004905db22e011a30b0cdc12396b3baf31c89d416acbe097a289793529c,baseline,,D,Secondary web/Wikipedia kaynağı sinyali,high,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,2023,Belge metninde publication/date bağlamında açık yıl: 2023,medium,,accident|collapse|fire_safety|inspection|regulation|risk|safety|ventilation,risk:risk; safety:safety; fire_safety:tunnel fire; ventilation:ventilation; inspection:inspection; regulation:regulation; accident:kaza; collapse:çökme; tunnel_general:tünel,high,,Dünyada Tünel Felaketleri,document_section,,false,true,pending
