priority,document_id,source_relative_path,field,current_value,deterministic_suggestion,llm_suggestion,evidence,confidence,agreement_status,reviewer_value,reviewer_note,review_status,reviewed_at
P0,DOC000260,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000261,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.pptx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000261,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000262,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1 Tüneli KY.pptx,authority_level,,C,unclassified,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000263,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.pptx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000263,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000264,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000264,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000266,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/0- YAPIM İPLERİ İHALELERİ UYGULAMA YÖNETMELİĞİ.docx,authority_level,,C,A,**RESMİ GAZETE SAYISI: 27159/m.,high,deterministic_llm_conflict,,,pending,
P0,DOC000267,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/1- Yapım Standart Formlar.docx,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000267,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/1- Yapım Standart Formlar.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000268,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/2- Yapım Açık.docx,authority_level,,C,unclassified,**EK-2** **AÇIK İHALE USULÜ İLE İHALE EDİLEN YAPIM İŞLERİNDE** **UYGULANACAK TİP İDARİ ŞARTNAME** [authority_A_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000268,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/2- Yapım Açık.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000269,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/3- yapım belli istekliler ön yeterlik.docx,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000269,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/3- yapım belli istekliler ön yeterlik.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000270,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.docx,authority_level,,C,unclassified,**EK-4** **BELLİ İSTEKLİLER ARASINDA İHALE USULÜ İLE İHALE EDİLEN YAPIM İŞLERİNDE UYGULANACAK TİP İDARİ ŞARTNAME** [authority_A_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000270,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000271,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.docx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000271,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000272,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.docx,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000272,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000273,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.docx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000273,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000274,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/8- Yapım Genel Partname.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000278,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01A.pdf,authority_level,,C,unclassified,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI [authority_A_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000279,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01B.pdf,authority_level,,C,unclassified,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI [authority_A_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000280,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01C.pdf,authority_level,,C,unclassified,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI [authority_A_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000281,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.pptx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000281,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000282,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.pptx,authority_level,,C,unclassified,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000282,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000283,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Püskürtme Betonlar.ppt,authority_level,,C,unclassified,"headings: Çelik Tel Donatılı Püskürtme Betonlar, Slayt 1 [authority_C_evidence_class_mismatch]",low,unresolved,,,pending,
P0,DOC000283,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Püskürtme Betonlar.ppt,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000286,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Makro sentetik Fiber.pptx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000286,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Makro sentetik Fiber.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000287,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/patlatma-Ankara.ppt,authority_level,,C,unclassified,T.C. Ulaştırma ve Altyapı Bakanlığı Karayolları Genel Müdürlüğü Ar- Ge Dairesi Başkanlığı Zemin Mekaniği ve Tüneller Şubesi Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000288,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal İyileştirmeleri.pptx,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000288,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal İyileştirmeleri.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000289,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.pptx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.pptx [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000289,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000293,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünel Imalatlarında-Yapılan-Deneyler.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000294,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.pptx,authority_level,,C,unclassified,not_requested [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000295,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/Genel Sunum.ppt,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000303,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.pptx,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000303,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000304,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Püskürtme Betonlar.ppt,authority_level,,C,unclassified,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Püskürtme Betonlar.ppt [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000304,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Püskürtme Betonlar.ppt,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000305,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000306,Çalışma Kapsamı Tasarısı (17.10.2025).rtf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000307,Özgür Satıcı/10.24232-jmd.344499-351159.pdf,authority_level,,unclassified,unclassified,Derleme / Review Paper [authority_B_evidence_class_mismatch],low,unresolved,,,pending,
P1,DOC000001,Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.pdf,document_type,unknown,unknown,academic_article,Tunnelling and Underground Space Technology journal article,high,llm_only,,,pending,
P1,DOC000001,Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.pdf,year,,,2017,Accepted 22 February 2017,high,llm_only,,,pending,
P1,DOC000002,Leyla Literatür/TunelMaliyet/12229738_04.pdf,organization,,,JICA Survey Team,Source: JICA Survey Team,high,llm_only,,,pending,
P1,DOC000003,Leyla Literatür/TunelMaliyet/13965.pdf,year,,,2006,Making Transportation Tunnels Safe and Secure (2006),high,llm_only,,,pending,
P1,DOC000004,Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.pdf,document_type,unknown,unknown,technical_report,"The PIARC report ""Classification of tunnels"" (1995) contains the following statement: 'There is growing interest in the use of classification systems for establishing consistent, safe and economic standards for equipping, operating, maintaining and refurbishing road tunnels.'",high,llm_only,,,pending,
P1,DOC000004,Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.pdf,organization,,,PIARC,"The PIARC report ""Classification of tunnels"" (1995) contains the following statement: 'There is growing interest in the use of classification systems for establishing consistent, safe and economic standards for equipping, operating, maintaining and refurbishing road tunnels.'",high,llm_only,,,pending,
P1,DOC000005,Leyla Literatür/TunelMaliyet/3433030499-627.pdf,document_type,unknown,unknown,handbook,1.2.2 Constructional measures for road safety in tunnels,high,llm_only,,,pending,
P1,DOC000006,Leyla Literatür/TunelMaliyet/3433030499-628.pdf,document_type,unknown,unknown,handbook,"Index, extensive technical glossary of tunnelling terms (TBM, shotcrete, waterproofing, monitoring), cross-referenced page numbers indicating a comprehensive reference work or manual. [evidence_not_grounded_in_context]",low,llm_only,,,pending,
P1,DOC000007,Leyla Literatür/TunelMaliyet/3433030499-629.pdf,document_type,unknown,unknown,book_or_book_chapter,Volume II: Basics and Additional Services for Design and Construction,high,llm_only,,,pending,
P1,DOC000009,Leyla Literatür/TunelMaliyet/AppendixF.pdf,document_type,unknown,unknown,project_document,AppendixF,medium,llm_only,,,pending,
P1,DOC000010,Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.pdf,document_type,unknown,unknown,web_article,Home Resources  Articles About Us  Site Map Contact Us,high,llm_only,,,pending,
P1,DOC000010,Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.pdf,organization,,,CivilDigital,© 2021 CivilDigital · Built with GeneratePress,high,llm_only,,,pending,
P1,DOC000012,Leyla Literatür/TunelMaliyet/COSTS OF CONSTRUCTION_Tunnel.docx,document_type,unknown,unknown,manual,The present manual does not intend detailing these various modes of financing,high,llm_only,,,pending,
P1,DOC000013,Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.pdf,organization,,,Xi'an Municipal Engineering Design&Research Institute Co Ltd; Chang'an University,"Xi'an Municipal Engineering Design&Research Institute Co Ltd, Xi'an, Shaanxi, China School of Highway, Chang'an University, Xi'an, Shaanxi, China",high,llm_only,,,pending,
P1,DOC000014,Leyla Literatür/TunelMaliyet/GeoMon2013Paper644_revised_final_cost.pdf,document_type,unknown,unknown,conference_paper,GeoMon2013Paper644_revised_final_cost.pdf [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000015,Leyla Literatür/TunelMaliyet/hif15005.pdf,document_type,unknown,unknown,manual,TOMIE MANUAL,high,llm_only,,,pending,
P1,DOC000016,Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.pdf,document_type,unknown,unknown,technical_report,This Guide provides a general description of the principal cost elements for bored (or mechanised) tunnels constructed using either an 'Earth Pressure Balance Machine' (EPBM) or a 'Slurry' machine.,high,llm_only,,,pending,
P1,DOC000016,Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.pdf,organization,,,High Speed 2 (HS2),"On the 26 March 2015 the House of Commons Select Committee for the High Speed 2 (London to West Midlands) hybrid Bill published their 'First Special Report'. Paragraph 75 states: 'The merits of tunnels should be assessed on the basis of their own cost and potential benefit, not their percentage contribution to overall project costs. We have requested that the Promoter make available a guide to tunnel costs to assist petitioners arguing the case for more tunnelling.'",high,llm_only,,,pending,
P1,DOC000017,Leyla Literatür/TunelMaliyet/IRJET-V8I7794.pdf,organization,,,International Research Journal of Engineering and Technology (IRJET),International Research Journal of Engineering and Technology (IRJET)       e-ISSN: 2395-0056,high,llm_only,,,pending,
P1,DOC000017,Leyla Literatür/TunelMaliyet/IRJET-V8I7794.pdf,year,,,2021,Volume: 08 Issue: 07 | July 2021,high,llm_only,,,pending,
P1,DOC000018,Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.pdf,organization,,,Asian Development Bank,ASIAN DEVELOPMENT BANK ## LOW-COST TUNNELS FOR RURAL ROADS IN ASIA AND THE PACIFIC,high,llm_only,,,pending,
P1,DOC000018,Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.pdf,year,,,2021,© 2021 Asian Development Bank,high,llm_only,,,pending,
P1,DOC000019,Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.pdf,document_type,unknown,unknown,technical_report,"This document has been prepared by AECOM Limited for the sole use of our client (the 'Client') and in accordance with generally accepted consultancy principles, the budget for fees and the terms of reference agreed between AECOM Limited and the Client.",high,llm_only,,,pending,
P1,DOC000019,Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.pdf,organization,,,AECOM Limited,This document has been prepared by AECOM Limited for the sole use of our client,high,llm_only,,,pending,
P1,DOC000020,Leyla Literatür/TunelMaliyet/THICKI01_TALK.pdf,organization,,,Fermilab,## U/G Unit Cost Analysis ## ► Objective: Prepare unit construction cost estimates for the underground structures and their supporting construction facilities for the conventional facilities associated with the proposed International Linear Collider (ILC) sited in a northeastern Illinois region near Fermilab.,high,llm_only,,,pending,
P1,DOC000022,Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.pdf,document_type,unknown,unknown,web_article,https://www.civilknowledges.com/bending-moment-types-formations/,medium,llm_only,,,pending,
P1,DOC000023,Leyla Literatür/TunelMaliyet/Tunnels-PIARC.docx,document_type,unknown,unknown,manual,URL: tunnelsmanual.piarc.org,high,llm_only,,,pending,
P1,DOC000024,Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.pdf,document_type,unknown,unknown,technical_report,Technical Report · March 2014,high,llm_only,,,pending,
P1,DOC000024,Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.pdf,organization,,,University of Mysore,Prof  A. BALSUBRAMANIAN CENTRE FOR ADVANCED STUDIES IN EARTH SCIENCE UNIVERSITY OF MYSORE MYSORE-6,high,llm_only,,,pending,
P1,DOC000024,Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.pdf,year,,,2014,Technical Report · March 2014,high,llm_only,,,pending,
P1,DOC000025,Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.pdf,document_type,unknown,unknown,web_article,By Krunal Rajput HOME [CIVIL](https://civiljungle.com/category/civil/),high,llm_only,,,pending,
P1,DOC000025,Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.pdf,organization,,,CivilJungle,By Krunal Rajput HOME [CIVIL](https://civiljungle.com/category/civil/),high,llm_only,,,pending,
P1,DOC000036,Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.pdf,year,,,2015,4 Ağustos 2015 SALI Sayı : 29435,high,llm_only,,,pending,
P1,DOC000037,Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.pdf,organization,,,TMMOB Maden Mühendisleri Odası - Tünelcilik Derneği,TMMOB Maden Mühendisleri Odası - Tünelcilik Derneği,high,llm_only,,,pending,
P1,DOC000038,Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.pdf,document_type,unknown,unknown,academic_article,This paper analyzes the feasibility of Bolu Mountain Tunnel which is one of the most costly highway projects in Turkey.,high,llm_only,,,pending,
P1,DOC000039,Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.pdf,document_type,unknown,unknown,technical_report,"This paper describes a recent re-benchmarking exercise carried out in 2018. It sets out the methodology adopted, the results, and recommendations for their future use.",high,llm_only,,,pending,
P1,DOC000039,Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.pdf,organization,,,Infrastructure and Projects Authority (IPA),the Infrastructure and Projects Authority (IPA) is developing a new top-down benchmarking methodology,high,llm_only,,,pending,
P1,DOC000039,Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.pdf,year,,,2018,"In September 2018, in collaboration with the British Tunnelling Society (BTS), a tunnelling forum was held",high,llm_only,,,pending,
P1,DOC000041,Literatür ve Araştırmalar/Estimate of annual operating costs Highway Tunnel.pdf,document_type,unknown,unknown,technical_report,# Estimate of annual operating costs Highway Tunnel,medium,llm_only,,,pending,
P1,DOC000042,Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.pdf,year,,,2020,"El-Cezerî Journal of Science and Engineering Vol:7, No:3, 2020 (1258-1274)",high,llm_only,,,pending,
P1,DOC000044,"Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.pdf",document_type,unknown,unknown,academic_article,Tunnelling and Underground Space Technology,high,llm_only,,,pending,
P1,DOC000044,"Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.pdf",organization,,,Sapienza University of Rome,"Department of Civil, Constructional and Environmental Engineering, Sapienza University of Rome, Italy",high,llm_only,,,pending,
P1,DOC000044,"Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.pdf",year,,,2015,Available online 22 October 2015,high,llm_only,,,pending,
P1,DOC000045,Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,document_type,unknown,unknown,technical_report,Tünellerin Asgari Güvenlik Gereksinimlerine İlişkin Proje Kriterlerinin Belirlenmesi İle İlgili Komisyon Raporu,medium,llm_only,,,pending,
P1,DOC000048,Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.pdf,organization,,,Karayolları Genel Müdürlüğü,KARAYOLLARI GENEL MÜDÜRLÜĞÜ BAKIM DAİRESİ BAŞKANLIĞI TÜNEL BAKIM İŞLETME ŞUBESİ MÜDÜRLÜĞÜ 2009 [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000048,Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.pdf,year,,,2009,KARAYOLLARI GENEL MÜDÜRLÜĞÜ BAKIM DAİRESİ BAŞKANLIĞI TÜNEL BAKIM İŞLETME ŞUBESİ MÜDÜRLÜĞÜ 2009 [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000051,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,document_type,unknown,unknown,inventory,Tünel Haritası 2024_KGMWEB,medium,llm_only,,,pending,
P1,DOC000051,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,organization,,,KGM,Tünel Haritası 2024_KGMWEB,high,llm_only,,,pending,
P1,DOC000054,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.jpg,document_type,unknown,unknown,other,Kaynak arşiv görseli: Enjeksiyon Foto2.,high,llm_only,,,pending,
P1,DOC000056,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.docx,document_type,unknown,unknown,other,not_requested,medium,llm_only,,,pending,
P1,DOC000057,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,document_type,unknown,unknown,other,Konservatif görsel açıklaması,medium,llm_only,,,pending,
P1,DOC000061,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.docx,document_type,unknown,unknown,other,Kullanılan Kaynaklar.docx [evidence_not_grounded_in_context],low,llm_only,,,pending,
